album_release_date,album_release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,disc_number,duration_ms,explicit,is_local,track_name,track_number,album_name,key_name,mode_name,key_mode
2023-07-16,2010,0.7271,0.42,20,-69.8479,1,0.02802,0.185228,0.302657,6.07076,2160,false,false,Quick Path,16,Sunset Dreams,A,mixolydian major,Bmin
2022-01-21,2002,0.0447,0.731,16,-99.1476,0,0.52099,0.891196,0.855036,5.158003,2549,false,false,Fast Track,3,Crystal Waters,D,phrygian minor,Bmaj7
2022-04-05,2013,0.5474,0.046,4,-58.8972,1,0.93855,0.008016,0.094504,3.365412,7049,false,false,Speedy Lane,13,Electric Pulse,A,phrygian minor,B major
2023-08-05,2012,0.8177,0.521,6,-71.8692,0,0.06284,0.41612,0.075367,3.542745,9917,false,false,Speedy Lane,17,Moonlit Melodies,C,ionian major,Bmaj
2024-02-04,2018,0.8495,0.875,19,-97.6241,1,0.71648,0.296181,0.511045,4.790494,3094,false,true,Rapid Runway,7,Electric Pulse,C,ionian major,Bb minor
2021-11-12,2020,0.5661,0.34,16,-31.6317,1,0.67375,0.047524,0.205837,6.297353,8444,false,false,Quick Path,5,Starlight Symphony,B,locrian minor,Bmin
2023-02-14,2007,0.1982,0.285,6,-15.2879,1,0.86259,0.913999,0.594557,5.834536,9362,true,true,Rapid Runway,7,Starlight Symphony,D,phrygian minor,B major
2021-04-03,2015,0.2842,0.842,6,-49.1357,1,0.31865,0.617267,0.417153,1.241855,8659,false,true,Fast Track,2,Wildfire Echoes,C,ionian major,Bmin
2022-12-25,2017,0.9158,0.164,14,-8.6991,1,0.87326,0.79204,0.912346,7.79061,4209,false,true,Quick Path,13,Crystal Waters,C,melodic minor,Bb minor
2023-06-30,2020,0.1516,0.832,4,-59.7062,1,0.39654,0.208519,0.781317,6.472557,7211,true,false,Swift Circuit,18,Crystal Waters,C,ionian major,Bb major
2021-08-05,2014,0.3596,0.142,6,-82.533,1,0.4797,0.913736,0.742757,9.971213,1628,true,true,Rapid Runway,12,Sunset Dreams,A,aeolian minor,Bmaj7
2021-03-08,2020,0.861,0.21,9,-24.0932,0,0.94422,0.414538,0.97761,7.831103,9560,false,false,Speedy Lane,9,Starlight Symphony,C,pentatonic major,Bmin
2021-02-12,2012,0.6034,0.024,18,-92.3377,1,0.32625,0.850826,0.058246,3.045798,4984,true,true,Rapid Runway,16,Sunset Dreams,C,aeolian minor,Bb major
2022-12-01,2016,0.6017,0.829,4,-89.0321,1,0.02541,0.355043,0.816701,3.655136,3045,true,false,Speedy Lane,6,Electric Pulse,D,phrygian minor,B minor
2023-10-29,2013,0.8436,0.064,3,-4.1039,1,0.45135,0.385292,0.12999,2.330286,9929,false,true,Fast Track,3,Midnight Serenade,B,lydian major,Bb major
2021-09-18,2011,0.0004,0.695,5,-54.4983,0,0.72679,0.382918,0.319214,7.190924,7485,false,true,Speedy Lane,18,Wildfire Echoes,C,lydian major,B# major
2023-05-14,2011,0.0357,0.937,14,-77.4463,1,0.21552,0.959573,0.961815,5.364606,5286,false,false,Quick Path,18,Neon Nights,B,locrian minor,Bb major
2022-10-24,2014,0.0992,0.212,9,-87.8347,0,0.85376,0.800353,0.673314,1.482312,1134,false,true,Speedy Lane,19,Golden Horizon,C,phrygian minor,Bmaj
2021-09-20,2012,0.304,0.861,10,-8.2173,1,0.02261,0.547052,0.47047,7.860252,2858,true,false,Fast Track,2,Velvet Twilight,A,aeolian minor,Bb major
2023-08-04,2005,0.1867,0.423,3,-55.5283,0,0.7215,0.802506,0.896701,4.445983,1537,false,true,Rapid Runway,10,Starlight Symphony,A,aeolian minor,B# major
2023-03-10,2001,0.4304,0.962,3,-61.3014,1,0.31252,0.470366,0.887465,3.348712,5192,true,true,Swift Circuit,13,Neon Nights,A,lydian major,B# minor
2021-10-28,2005,0.2563,0.208,11,-25.2634,0,0.89975,0.502996,0.059856,2.576308,1605,false,false,Quick Path,18,Golden Horizon,A,dorian minor,Bb minor
2022-05-06,2017,0.5472,0.817,19,-60.8945,1,0.76141,0.408184,0.599294,2.231569,9235,true,true,Swift Circuit,16,Starlight Symphony,B,lydian major,B minor
2022-02-07,2006,0.6036,0.654,19,-93.3727,0,0.77229,0.850079,0.807409,0.004192,81,true,true,Quick Path,4,Midnight Serenade,B,mixolydian major,Bb major
2023-02-03,2012,0.7686,0.222,8,-94.7545,1,0.0035,0.344855,0.454549,9.144844,146,true,true,Quick Path,14,Moonlit Melodies,C,mixolydian major,Bmaj
2022-06-30,2011,0.31,0.126,12,-52.4503,1,0.84787,0.238133,0.224137,6.708553,7702,true,true,Rapid Runway,12,Golden Horizon,C,mixolydian major,Bm
2021-01-31,2016,0.9707,0.059,13,-57.2001,0,0.55893,0.911751,0.09023,6.746307,3425,true,true,Speedy Lane,4,Sunset Dreams,C,ionian major,B# major
2021-06-16,2021,0.6825,0.415,2,-70.5712,0,0.21325,0.892844,0.185062,2.53148,7335,true,false,Rapid Runway,12,Starlight Symphony,D,ionian major,Bmin
2024-02-07,2009,0.4833,0.936,15,-52.5958,0,0.12222,0.962599,0.813604,6.21841,1825,false,true,Quick Path,11,Midnight Serenade,C,aeolian minor,Bb minor
2021-01-28,2012,0.5297,0.509,1,-61.8957,1,0.51907,0.260663,0.749842,0.192452,7061,true,false,Rapid Runway,9,Golden Horizon,B,ionian major,Bb minor
2021-09-12,0,0.8646,0.896,20,-91.7901,0,0.27833,0.189307,0.893372,0.091031,2954,true,true,Speedy Lane,5,Golden Horizon,A,pentatonic major,Bb minor
2024-01-13,2014,0.1727,0.268,5,-85.2833,0,0.64513,0.369623,0.368015,2.393556,2229,true,false,Rapid Runway,5,Golden Horizon,B,aeolian minor,Bb minor
2021-02-20,2018,0.3397,0.509,10,-17.662,1,0.42268,0.004096,0.545828,5.838195,9859,false,true,Speedy Lane,13,Neon Nights,C,pentatonic major,B minor
2023-08-05,2004,0.2757,0.288,14,-88.5603,1,0.87697,0.743152,0.459466,1.647453,6401,false,true,Quick Path,16,Crystal Waters,D,aeolian minor,B minor
2022-04-26,2016,0.1138,0.609,1,-56.3041,1,0.48942,0.687968,0.521908,0.124754,248,true,false,Swift Circuit,17,Neon Nights,C,lydian major,Bb major
2021-04-27,2018,0.7051,0.609,3,-81.7387,1,0.37691,0.868403,0.229377,2.782937,1096,false,false,Rapid Runway,15,Velvet Twilight,B,ionian major,B# major
2023-09-02,2017,0.4237,0.229,7,-73.4346,0,0.30674,0.466932,0.952162,0.405992,5247,true,true,Swift Circuit,18,Starlight Symphony,A,mixolydian major,B minor
2024-01-29,2020,0.4128,0.871,11,-25.5329,0,0.07956,0.227072,0.98915,3.912533,6092,true,true,Fast Track,7,Moonlit Melodies,A,dorian minor,B# minor
2022-07-21,2013,0.5147,0.393,11,-19.0051,1,0.94128,0.84829,0.476615,8.897728,157,true,true,Speedy Lane,19,Sunset Dreams,A,phrygian minor,Bm
2021-03-27,2011,0.6313,0.171,15,-99.6584,0,0.3562,0.433154,0.103586,9.230559,4314,true,true,Fast Track,19,Moonlit Melodies,B,locrian minor,Bm
2023-09-01,2012,0.2993,0.31,15,-45.6798,1,0.78408,0.864152,0.535743,9.599087,4221,false,true,Rapid Runway,13,Neon Nights,D,phrygian minor,B# major
2023-05-28,2009,0.5102,0.285,16,-12.3894,0,0.53481,0.604876,0.237435,4.742357,2856,true,true,Quick Path,17,Sunset Dreams,B,harmonic minor,B major
2023-05-20,2006,0.5328,0.479,20,-6.9411,0,0.25273,0.837043,0.400047,7.790023,694,true,true,Quick Path,3,Electric Pulse,D,lydian major,B# minor
2023-12-08,2012,0.4634,0.424,3,-47.534,0,0.15146,0.236136,0.68186,8.22464,2512,true,false,Swift Circuit,15,Sunset Dreams,B,ionian major,Bm
2023-04-06,2012,0.4066,0.213,1,-8.0187,1,0.5746,0.447239,0.402864,3.104023,8204,false,true,Fast Track,13,Starlight Symphony,A,ionian major,Bmin
2023-10-07,2015,0.9808,0.58,1,-72.5781,1,0.5644,0.759633,0.50506,8.633858,2294,true,true,Swift Circuit,14,Neon Nights,B,phrygian minor,B minor
2022-01-15,2016,0.9349,0.102,19,-61.2207,0,0.07939,0.906075,0.597144,9.389995,7233,true,false,Quick Path,2,Sunset Dreams,B,phrygian minor,Bmaj
2022-02-04,2014,0.8938,0.535,19,-55.57,1,0.49264,0.992422,0.594307,5.15991,4556,false,true,Rapid Runway,6,Crystal Waters,C,harmonic minor,B minor
2022-05-05,2013,0.9284,0.218,19,-5.2538,1,0.99843,0.599529,0.865136,3.871443,8790,false,true,Fast Track,4,Crystal Waters,B,melodic minor,Bmin
2021-06-11,2008,0.2426,0.978,8,-37.5211,0,0.86255,0.199472,0.415223,1.862011,3095,true,true,Swift Circuit,9,Wildfire Echoes,A,mixolydian major,B minor
2021-12-13,2010,0.7355,0.04,16,-91.7734,0,0.11907,0.649108,0.169727,6.178603,752,true,false,Swift Circuit,4,Starlight Symphony,B,melodic minor,B major
2021-11-28,0,0.5324,0.935,17,-92.392,0,0.10786,0.359645,0.00607,2.197537,6848,false,false,Speedy Lane,13,Moonlit Melodies,A,mixolydian major,Bb major
2023-08-10,2013,0.0586,0.756,19,-45.9181,0,0.36639,0.786435,0.78356,8.184037,1147,false,true,Fast Track,3,Wildfire Echoes,A,aeolian minor,B# minor
2022-09-13,2016,0.1645,0.669,8,-36.8931,0,0.27844,0.425391,0.133632,0.570873,2221,true,true,Rapid Runway,10,Electric Pulse,D,mixolydian major,B# major
2023-04-18,2013,0.9978,0.344,11,-20.9089,0,0.62874,0.682,0.776132,4.131797,8664,false,true,Rapid Runway,10,Electric Pulse,C,harmonic minor,Bmaj
2023-04-19,2014,0.5119,0.216,10,-92.4269,1,0.88575,0.753438,0.433704,0.035574,7150,true,false,Speedy Lane,19,Starlight Symphony,C,dorian minor,B major
2022-06-13,2018,0.607,0.606,6,-88.4688,0,0.69259,0.650996,0.495858,3.512192,4564,false,false,Rapid Runway,20,Midnight Serenade,D,phrygian minor,B# minor
2024-02-07,2010,0.0514,0.716,12,-94.5685,0,0.43124,0.844177,0.895958,7.189525,9065,true,true,Quick Path,4,Midnight Serenade,D,locrian minor,B# minor
2022-04-15,2011,0.7741,0.406,7,-18.1586,0,0.32688,0.343895,0.159263,1.199427,8169,true,false,Swift Circuit,18,Sunset Dreams,D,ionian major,Bb major
2021-04-08,2019,0.296,0.848,2,-30.6132,1,0.91695,0.94618,0.96511,3.770835,1285,false,false,Rapid Runway,19,Golden Horizon,B,lydian major,Bb minor
2021-03-11,2012,0.8397,0.095,17,-76.7169,0,0.43906,0.862444,0.645667,0.781473,1496,true,false,Rapid Runway,7,Midnight Serenade,B,locrian minor,B# major
2021-10-03,2016,0.7247,0.387,13,-52.5929,1,0.07265,0.052749,0.970569,5.100279,8114,true,false,Speedy Lane,8,Electric Pulse,B,aeolian minor,Bmaj
2021-06-21,2011,0.2017,0.68,15,-74.3913,0,0.78295,0.594774,0.424893,2.369543,1177,true,false,Fast Track,5,Neon Nights,D,pentatonic major,Bb major
2021-01-05,2013,0.2821,0.975,14,-15.8997,1,0.26907,0.20845,0.417578,7.396524,2187,false,false,Fast Track,13,Crystal Waters,D,lydian major,Bmin
2023-01-17,2009,0.8453,0.489,11,-90.7151,1,0.17701,0.675202,0.153922,8.028666,3191,true,false,Fast Track,4,Velvet Twilight,A,locrian minor,B minor
2022-04-28,2016,0.0331,0.1,5,-12.0952,0,0.11973,0.246992,0.0159,2.127415,2938,true,true,Swift Circuit,2,Midnight Serenade,C,ionian major,B# major
2022-08-09,0,0.7807,0.488,17,-87.2992,0,0.19459,0.278698,0.490312,4.903151,2650,false,false,Swift Circuit,1,Electric Pulse,B,ionian major,B# minor
2020-12-13,2004,0.3052,0.355,2,-83.3708,0,0.32707,0.916342,0.771037,1.171841,4875,false,true,Fast Track,5,Moonlit Melodies,A,phrygian minor,Bmaj7
2022-12-30,2020,0.1846,0.429,9,-94.0479,1,0.25273,0.067161,0.956352,1.510893,136,true,false,Rapid Runway,12,Electric Pulse,B,aeolian minor,Bmaj
2021-03-04,2004,0.427,0.028,17,-74.9074,1,0.7384,0.066835,0.986321,1.175515,4902,true,true,Rapid Runway,17,Electric Pulse,C,harmonic minor,Bb minor
2023-12-31,0,0.3201,0.705,9,-94.6727,0,0.93468,0.403499,0.437743,8.015175,9819,false,true,Rapid Runway,2,Golden Horizon,C,mixolydian major,B# major
2021-10-08,2016,0.4914,0.595,13,-38.2557,0,0.91208,0.246024,0.681492,3.116836,8737,false,false,Swift Circuit,11,Velvet Twilight,B,melodic minor,Bmaj7
2022-11-03,2008,0.7117,0.642,19,-16.6023,0,0.36506,0.244309,0.461505,1.870588,4508,false,true,Rapid Runway,4,Golden Horizon,A,ionian major,B# minor
2022-02-02,2012,0.7234,0.512,9,-48.3391,1,0.88443,0.397776,0.900599,7.261926,462,true,true,Speedy Lane,20,Crystal Waters,B,ionian major,Bb major
2022-05-25,2015,0.435,0.828,10,-84.7912,1,0.37688,0.368594,0.212386,5.92067,8564,true,false,Fast Track,17,Wildfire Echoes,B,phrygian minor,Bmaj
2021-02-13,2015,0.1193,0.024,14,-2.0524,0,0.47179,0.867072,0.075092,4.745578,8662,true,true,Quick Path,7,Crystal Waters,B,harmonic minor,Bmin
2023-09-21,2021,0.9584,0.958,15,-53.1455,0,0.75464,0.306843,0.055384,9.803392,4674,true,true,Quick Path,18,Crystal Waters,B,aeolian minor,B# major
2023-09-02,2003,0.1469,0.826,4,-12.5438,1,0.85802,0.598661,0.150851,6.199075,3162,true,false,Speedy Lane,5,Moonlit Melodies,C,aeolian minor,Bm
2022-08-27,2016,0.363,0.211,9,-42.2001,0,0.06323,0.23661,0.756563,0.691224,4769,false,true,Fast Track,17,Velvet Twilight,C,ionian major,B# minor
2021-03-23,2013,0.2674,0.958,5,-32.4302,0,0.31622,0.113761,0.250153,9.271435,7909,true,false,Speedy Lane,1,Velvet Twilight,A,mixolydian major,Bm
2023-10-07,2013,0.9827,0.935,17,-49.0867,1,0.00838,0.304714,0.468557,8.794816,4599,true,false,Quick Path,10,Neon Nights,C,lydian major,Bmaj7
2024-03-01,2010,0.4678,0.143,8,-41.6218,1,0.18543,0.472821,0.217033,8.074008,3396,true,true,Swift Circuit,15,Neon Nights,A,mixolydian major,B major
2022-03-06,2015,0.0707,0.178,7,-32.8221,1,0.31386,0.000992,0.109294,3.250128,7295,true,false,Fast Track,8,Neon Nights,A,ionian major,B# major
2024-02-29,2014,0.1734,0.195,19,-68.8798,0,0.21412,0.51179,0.568776,4.871235,6348,true,true,Speedy Lane,18,Crystal Waters,D,melodic minor,Bb major
2024-01-13,2007,0.5379,0.081,16,-2.6812,0,0.32201,0.318609,0.074942,1.972091,285,false,false,Speedy Lane,9,Crystal Waters,B,melodic minor,Bmaj
2021-06-17,2013,0.9829,0.216,9,-27.3831,0,0.72063,0.990083,0.330613,3.461667,4081,false,true,Quick Path,1,Electric Pulse,D,mixolydian major,B# minor
2021-04-18,2010,0.0204,0.251,8,-55.1735,0,0.2191,0.197155,0.06776,7.233157,1056,true,false,Rapid Runway,4,Velvet Twilight,D,mixolydian major,Bb major
2021-09-27,2015,0.14,0.569,1,-38.0336,0,0.55414,0.217713,0.599815,0.423539,6880,false,false,Swift Circuit,9,Wildfire Echoes,C,melodic minor,Bmaj
2021-10-03,2010,0.2434,0.885,19,-49.3523,1,0.85189,0.813529,0.600042,7.775813,6019,true,false,Rapid Runway,9,Crystal Waters,D,harmonic minor,Bm
2021-09-18,2007,0.0794,0.035,19,-51.286,1,0.74598,0.631991,0.656887,0.480914,3988,false,true,Quick Path,4,Sunset Dreams,A,pentatonic major,B minor
2022-04-10,2014,0.8,0.515,5,-56.9526,0,0.22848,0.685931,0.967671,2.978735,9805,true,true,Fast Track,20,Crystal Waters,D,dorian minor,B# major
2021-11-15,2014,0.5822,0.405,11,-33.698,1,0.89989,0.456957,0.837579,3.645825,7813,true,false,Quick Path,10,Starlight Symphony,C,harmonic minor,B major
2021-05-04,2020,0.8986,0.96,14,-60.6285,1,0.72033,0.176105,0.930912,2.646207,4986,true,false,Speedy Lane,16,Electric Pulse,B,aeolian minor,Bb major
2023-06-02,0,0.5908,0.953,18,-26.3293,0,0.11217,0.642557,0.618807,2.146716,8866,false,false,Swift Circuit,9,Golden Horizon,A,pentatonic major,Bmaj
2021-03-31,2011,0.9348,0.605,9,-39.0951,1,0.94426,0.778658,0.193598,2.052937,6829,false,true,Quick Path,8,Electric Pulse,A,lydian major,B minor
2022-11-13,2015,0.8741,0.885,1,-31.0345,0,0.00011,0.212726,0.35456,3.193903,6407,false,false,Speedy Lane,14,Neon Nights,B,ionian major,B minor
2023-06-01,2017,0.3238,0.015,14,-17.0528,1,0.64263,0.904857,0.74284,0.597774,3616,true,true,Fast Track,1,Starlight Symphony,B,mixolydian major,Bmaj
2023-03-06,2013,0.3124,0.934,6,-80.8866,0,0.9747,0.0857,0.78632,0.640488,7954,true,false,Quick Path,8,Neon Nights,D,mixolydian major,B# minor
2021-03-16,2010,0.1835,0.8,2,-95.2757,0,0.94121,0.289663,0.278006,1.360064,4716,false,false,Speedy Lane,7,Neon Nights,C,harmonic minor,Bb major
2022-07-12,2016,0.499,0.61,17,-22.4612,0,0.73315,0.217528,0.932907,3.975554,2777,true,false,Speedy Lane,2,Midnight Serenade,D,mixolydian major,B# minor
2023-09-16,2003,0.0642,0.859,12,-68.8826,1,0.51914,0.982511,0.581193,0.813549,3182,false,true,Speedy Lane,6,Crystal Waters,C,pentatonic major,Bb minor
2022-10-11,2003,0.2257,0.509,11,-81.6804,1,0.82362,0.180842,0.275117,1.642728,8631,true,false,Quick Path,7,Electric Pulse,B,lydian major,B major
2021-05-05,2008,0.9806,0.448,14,-54.1428,1,0.08429,0.677065,0.199258,2.643682,5981,true,true,Quick Path,2,Electric Pulse,C,lydian major,Bmaj7
2023-10-16,2012,0.6622,0.629,17,-59.742,0,0.06774,0.130915,0.494834,5.143151,5927,true,true,Fast Track,6,Neon Nights,D,melodic minor,Bb minor
2023-02-10,2014,0.3774,0.074,3,-38.2036,1,0.65473,0.07546,0.742071,4.449181,4238,true,false,Rapid Runway,5,Neon Nights,A,lydian major,B# major
2021-01-13,2012,0.6851,0.432,10,-72.5062,1,0.38304,0.724177,0.367614,5.76975,2128,true,true,Rapid Runway,7,Electric Pulse,B,melodic minor,B minor
2023-10-20,2011,0.3926,0.016,17,-17.0503,1,0.68608,0.154059,0.810708,5.356438,2071,false,false,Speedy Lane,13,Sunset Dreams,B,mixolydian major,B major
2022-06-30,2015,0.0495,0.963,20,-48.8953,1,0.96332,0.455394,0.660454,7.625685,6734,true,false,Rapid Runway,4,Crystal Waters,B,melodic minor,B# minor
2023-10-06,2015,0.5239,0.209,20,-34.3773,1,0.34064,0.630672,0.305838,7.567979,9579,false,false,Speedy Lane,18,Crystal Waters,D,dorian minor,Bm
2021-06-08,2004,0.8094,0.803,20,-66.7208,0,0.20981,0.415601,0.976352,7.751129,9284,true,true,Rapid Runway,7,Midnight Serenade,A,ionian major,B# major
2024-02-04,2002,0.6175,0.764,9,-82.8204,0,0.66169,0.010141,0.019122,6.582292,53,true,true,Fast Track,1,Golden Horizon,B,mixolydian major,Bb minor
2023-10-25,2004,0.6699,0.815,2,-84.5339,1,0.19858,0.291693,0.913649,3.00635,6600,true,true,Quick Path,16,Golden Horizon,A,locrian minor,Bm
2021-08-23,2015,0.6274,0.621,11,-79.4208,1,0.08209,0.290293,0.372037,5.269363,9540,false,true,Swift Circuit,9,Crystal Waters,C,pentatonic major,Bm
2022-07-28,2006,0.4081,0.137,19,-58.7837,0,0.83787,0.427825,0.525541,6.065778,2262,false,true,Fast Track,7,Starlight Symphony,A,phrygian minor,Bmaj7
2023-03-31,2010,0.3026,0.121,4,-52.3192,1,0.23654,0.277385,0.010957,9.131029,6854,true,true,Rapid Runway,17,Starlight Symphony,B,phrygian minor,B# major
2023-08-08,2020,0.3914,0.884,18,-49.237,0,0.25429,0.392195,0.952728,9.530659,3548,false,true,Swift Circuit,19,Wildfire Echoes,B,aeolian minor,Bb major
2023-04-08,2006,0.5377,0.394,5,-45.3303,0,0.67053,0.198155,0.242433,0.150131,5825,false,true,Fast Track,11,Neon Nights,C,harmonic minor,Bmaj
2021-08-09,2016,0.1332,0.686,18,-1.2636,0,0.44822,0.216124,0.565527,8.223639,3163,true,true,Quick Path,16,Wildfire Echoes,D,harmonic minor,B minor
2023-09-25,2020,0.7252,0.329,16,-92.3926,0,0.58617,0.089586,0.660048,5.298654,876,false,true,Swift Circuit,17,Sunset Dreams,A,phrygian minor,Bm
2022-04-22,2020,0.242,0.799,10,-20.28,0,0.26751,0.075595,0.810813,9.412702,5611,true,true,Swift Circuit,16,Neon Nights,B,phrygian minor,B minor
2022-09-18,2020,0.5204,0.794,6,-80.2032,1,0.91233,0.739843,0.61948,0.353363,8760,true,true,Rapid Runway,5,Neon Nights,C,aeolian minor,Bb minor
2021-04-04,2009,0.1169,0.943,13,-40.0939,0,0.8521,0.297084,0.391204,9.292722,9960,true,true,Quick Path,9,Midnight Serenade,A,ionian major,Bmin
2023-02-08,2020,0.8287,0.667,11,-78.6785,0,0.82092,0.602922,0.03684,2.283577,4550,false,false,Fast Track,16,Crystal Waters,A,ionian major,B# major
2023-12-11,2008,0.2058,0.191,7,-12.4289,1,0.13904,0.429504,0.650797,9.308934,9871,false,true,Speedy Lane,18,Midnight Serenade,A,pentatonic major,B major
2024-01-19,2009,0.0931,0.148,19,-38.2405,0,0.8709,0.425709,0.98392,8.317509,412,true,true,Rapid Runway,3,Starlight Symphony,C,lydian major,Bmaj7
2022-12-30,2020,0.1723,0.641,13,-4.3544,0,0.60579,0.181268,0.328045,0.173443,6879,false,false,Swift Circuit,15,Crystal Waters,A,phrygian minor,Bb minor
2023-06-09,2014,0.2357,0.902,8,-33.1853,1,0.39785,0.371397,0.855558,3.022155,6327,false,true,Fast Track,10,Electric Pulse,B,melodic minor,Bb minor
2021-05-25,2011,0.6962,0.383,3,-34.9,0,0.95584,0.144511,0.359352,4.432823,8835,false,false,Speedy Lane,17,Electric Pulse,C,ionian major,B minor
2023-10-07,2017,0.5249,0.192,3,-25.4115,0,0.16675,0.376255,0.100201,9.23241,7175,false,true,Quick Path,7,Sunset Dreams,C,locrian minor,Bmaj
2021-03-06,2013,0.441,0.813,19,-49.5345,1,0.77991,0.844931,0.908728,6.20067,2768,false,true,Rapid Runway,17,Electric Pulse,A,harmonic minor,Bm
2021-05-30,2011,0.394,0.714,12,-81.6869,1,0.74526,0.177116,0.869672,4.717687,9985,false,true,Speedy Lane,11,Velvet Twilight,B,mixolydian major,B# minor
2023-09-09,2008,0.7128,0.078,14,-84.401,1,0.43775,0.329445,0.486672,4.42382,149,true,false,Fast Track,10,Sunset Dreams,D,mixolydian major,Bm
2022-03-03,2015,0.0656,0.445,17,-70.3219,0,0.35418,0.262126,0.929203,9.354897,8852,false,true,Rapid Runway,15,Golden Horizon,D,pentatonic major,Bm
2022-06-29,2004,0.4658,0.819,1,-45.5085,1,0.43854,0.068483,0.229331,8.615766,7194,false,true,Swift Circuit,1,Golden Horizon,C,dorian minor,B# major
2024-01-06,2008,0.7629,0.585,13,-6.7354,1,0.25053,0.046505,0.01376,6.752191,3328,true,false,Quick Path,12,Neon Nights,B,lydian major,Bmaj7
2021-03-06,2011,0.9505,0.328,4,-56.5659,1,0.46866,0.605848,0.708265,2.456387,7411,false,false,Quick Path,8,Sunset Dreams,A,pentatonic major,B minor
2021-01-04,2019,0.4938,0.457,18,-96.8939,1,0.80362,0.135949,0.705248,7.961483,2388,true,false,Quick Path,9,Neon Nights,B,lydian major,B# major
2022-06-22,2003,0.2433,0.364,15,-65.8646,0,0.03994,0.086881,0.972315,1.833176,1221,true,true,Speedy Lane,14,Velvet Twilight,B,dorian minor,Bmin
2021-03-24,2019,0.5633,0.672,7,-97.9898,1,0.53425,0.26664,0.473147,6.782917,6912,true,true,Quick Path,1,Starlight Symphony,B,dorian minor,B major
2022-06-14,2011,0.5472,0.7,2,-26.7281,1,0.22867,0.091935,0.272306,2.376588,4127,false,false,Rapid Runway,10,Velvet Twilight,C,pentatonic major,B# major
2021-09-06,2014,0.2827,0.243,9,-85.9058,0,0.62722,0.901982,0.833178,6.353088,9660,false,true,Rapid Runway,4,Sunset Dreams,D,locrian minor,B# minor
2023-08-12,2005,0.3737,0.499,1,-52.106,1,0.05495,0.196125,0.238594,8.453486,527,false,true,Fast Track,11,Golden Horizon,D,dorian minor,Bb major
2022-02-09,2015,0.6967,0.749,20,-83.6465,1,0.61362,0.732326,0.655938,9.471946,5339,true,false,Fast Track,14,Starlight Symphony,C,phrygian minor,B# major
2021-10-20,2005,0.6483,0.252,12,-19.075,1,0.24243,0.038152,0.027807,8.190789,836,true,false,Rapid Runway,4,Wildfire Echoes,D,locrian minor,B major
2023-12-03,2013,0.0402,0.007,9,-95.2985,1,0.84154,0.936698,0.620913,4.497318,6192,true,false,Swift Circuit,4,Crystal Waters,C,harmonic minor,B major
2021-06-27,2018,0.603,0.579,7,-50.28,1,0.55071,0.695741,0.608641,9.530498,4043,false,true,Swift Circuit,6,Moonlit Melodies,C,mixolydian major,Bmaj
2022-06-12,2020,0.2334,0.287,17,-65.7488,1,0.6401,0.554825,0.443124,1.754028,4806,true,true,Quick Path,18,Crystal Waters,C,aeolian minor,Bmaj7
2021-10-21,2017,0.0649,0.671,15,-22.4598,1,0.55387,0.737801,0.764243,1.923383,8187,true,false,Quick Path,7,Neon Nights,B,phrygian minor,B# major
2021-11-17,2009,0.1204,0.414,18,-80.4323,1,0.60473,0.095501,0.466096,3.659001,6957,true,true,Fast Track,3,Neon Nights,C,aeolian minor,B minor
2021-03-13,2007,0.7068,0.067,3,-82.574,0,0.26645,0.850003,0.326025,7.084383,4654,false,false,Swift Circuit,16,Neon Nights,D,lydian major,B# minor
2022-05-13,2015,0.3853,0.457,2,-23.3331,0,0.80869,0.670244,0.345256,0.405782,5739,false,false,Speedy Lane,6,Sunset Dreams,D,melodic minor,Bb minor
2021-05-06,2016,0.7224,0.548,19,-48.5887,1,0.07244,0.439763,0.82126,0.337949,8014,false,true,Rapid Runway,1,Velvet Twilight,C,phrygian minor,B# major
2024-01-05,2012,0.1455,0.755,19,-40.0112,0,0.3792,0.579968,0.743052,3.583951,9700,false,true,Fast Track,11,Crystal Waters,C,lydian major,B# major
2021-03-19,2013,0.6993,0.942,1,-45.7435,1,0.7391,0.377408,0.614079,5.406647,7541,true,false,Fast Track,5,Midnight Serenade,B,lydian major,Bb minor
2021-11-05,2012,0.9866,0.434,5,-36.0836,0,0.66471,0.996058,0.425564,5.151354,3893,false,false,Swift Circuit,6,Moonlit Melodies,A,ionian major,Bb major
2022-01-24,2015,0.0259,0.854,7,-21.4134,1,0.15692,0.920998,0.196827,3.067827,2850,true,true,Rapid Runway,5,Moonlit Melodies,C,aeolian minor,Bb minor
2021-09-22,2014,0.294,0.579,20,-97.4768,1,0.50297,0.602455,0.682026,0.231828,4631,true,true,Swift Circuit,5,Sunset Dreams,D,phrygian minor,B minor
2022-06-08,2016,0.8552,0.164,20,-88.4052,0,0.49378,0.230554,0.636608,6.259476,867,true,true,Speedy Lane,13,Sunset Dreams,D,melodic minor,Bmaj
2023-06-06,2012,0.7726,0.38,1,-62.0356,1,0.99176,0.935882,0.807577,6.270359,3630,false,true,Fast Track,10,Starlight Symphony,C,melodic minor,B major
2023-06-06,2001,0.3665,0.201,16,-97.2314,0,0.83687,0.98341,0.630261,5.556856,4500,true,false,Swift Circuit,8,Velvet Twilight,A,locrian minor,B minor
